Standard_Bangla,dialect_speech,English_translation
আমি মুরগির মাংস বেশি পছন্দ করি ,আমার মোরগ ওর মাংস বেশি বালা লাগে,I prefer chicken
তুমি কি খেতে পছন্দ করো ?,তুমিতাইন কিতা খাইতে বালা ফাও?,what do you like to eat
আমি চিংড়ী মাছ খেতে পছন্দ করি ,আমার ইছা মাছ খাইতে বেশি বালা লাগে,I like to eat shrimp fish
আমি তোমার সাথে রাতে সাগর পাড়ে দাঁড়ায় থাকতে চাই ,তুমিতাইন ওর লগে আমি রাত্রে সমুদ্রর পাড়-ও উবাই থাকতাম চাই,I want to stand by the sea at night with you
আজকে তোমায় দেখতে আসবে? ,আইজ কিতা তোমারে দেখাত আইবো নি?,Will you come to see me today?
না করে দিও ছেলে পক্ষকে ,ছেলে পক্ষর হেরারে না করি দিও,Don't give it to the boy
আমি পারবো না না করতে ,আমি না করতে ফারতাম নায়,I can't help it
তোমার মনে চাইলে গিয়ে না করো ,তুমিতাইন ওর মন চাইলে গিয়া না করো,Don't go if you want
আমাকেে একটা গান শুনাবা? ,আমারে একখান গান হুনাইবায় নি?,Will you listen to me a song?
তুমি কি গল্প লেখো ?,তুমিতাইন কিতা গল্প লেখো নি?,Do you write stories?
চা অথবা কফি কোনটা বেশি পছন্দ ?,চা নায় কফি কোনটা বেশি বালা লাগে?,What do you prefer tea or coffee?
আমার কফি বেশি পছন্দ ,আমার কফি বেশি বালা লাগে,I prefer coffee
আমি তোমায় ভালবাসি ,আমি তোমারে বালা ফাই,I love you
বৃষ্টির দিনে রিক্সাতে ঘুরতে ভালো লাগে ,বৃষ্টির দিনও রিক্সাত ঘুরতে যে বালা লাগে,It is nice to ride a rickshaw on a rainy day
বৃষ্টির দিনে গরম গরম খিচুড়ি আর গরু মাংস খেতে ভালো লাগে,বৃষ্টির দিনও গরমা গরম খিচুড়ি আর গরুর গোস্ত খাইতে বালা লাগে,I like to eat hot hot khichuri and beef on rainy days
বৃষ্টির দিনে  চা খেতে ভালো লাগে,বৃষ্টির দিনও চা খাইতে বালা লাগে,I like to drink tea on a rainy day
আমি ছবি তুলতে পছন্দ করি ,আমি ছবি তুলতে বালা ফাই,I like to take pictures
আমাকে একটি বই উপহার দিও ,আমারে একগু বই উপহার দিও তে,Give me a book
মানুষ আসলে বড়ই অদ্ভুত,মানুষ আসলেউ বউত অদ্ভুত ,People are really weird
আজকে আমি ছাতা আনতে ভুলে গেছি ,আইজ আমি ছাত্তি আনতে বুলি গেছি,I forgot to bring an umbrella today
রাস্তায় আজকে অনেক মানুষ ,রাস্তাত আইজ বাক্কা মানুষ,There are many people on the streets today
আমার কালো জামা নাই ,আমার কালা রঙ ওর জামা নাই,I don't have black clothes
আমার কালো জামা আছে,আমার কালা রঙ ওর জামা আছে,I have a black dress
আমি কী বেশি বিরক্ত করি?,আমি কিতা বেশি জ্বালাই নি?,What bothers me the most?
আমাকেতো আর ভালো লাগবে না,আমারে তো আর বালা লাগতো নায়,I don't like it anymore
আমার সাথে তোমার কোনো সম্পর্ক নাই,আমার লগে তুমিতাইন ওর কোন মাত নাই,You have nothing to do with me
আমি তোমাকে চিনি না,তুমিতাইনরে আমি চিনি না,i don't know you
তুমি আমার প্রথম বন্ধু,তুমিতাইন আমার ফয়লা বন্ধু,you are my first friend
আজকের আবহাওয়টা অনেক সুন্দর,আইজ ওর আবহাওয়াটা যে সুন্দর,Today's weather is very nice
উনি ভালো মনের মানুষ,তাইন বালা মিন ওর মানুষ ,He is a good hearted person
আমরা এতটাও ভালো না,আমরা ওতোও বালা নায়,We're not that good
আমার টাকা নাই,আমার টেখা নাই,I don't have money
শীতের সকাল অনেক সুন্দর,শীত ওর সকাল খুব সুন্দর,Winter morning is very beautiful
আমার মা আমাকে ভালবাসে,আমার মা'য় আমারে বালা ফাইন,my mother loves me
আমার বন্ধুর বিয়ে আজ,আইজ আমার বন্ধুর বিয়া,My friend's wedding is today
অল্প সময় ছিলো সে তাতেই মায়ায় পরে আছি,বাক্কা কম সময় ওউ তার মায়াত পড়ি গেছি,For a short time he was in awe of it
বিয়ের পর তুমি বদলে গেছো,বিয়ার বাদে তুমিতাইন বদলি গেছো,You have changed after marriage
কবিতা পড়তে আমার ভালো লাগে,কবিতা পড়তে আমার বালাউ লাগে,I like to read poetry
মেয়ে মানুষ বড়ই অদ্ভুত,ফুরিন মানুষ হাছাউ কিলা জানি,Girl people are very strange
আমি কী অনেক মোটা ? ,আমি কিতা খেচা মোটা নি?,Am I too fat?
হ্যাঁ তুমি অনেক মোটা ,ওয়ও তুমিতাইন বাক্কা মোটা,yes you are very fat
তুমি কি দেখছো ?,তুমিতাইন কিতা দেখছো নি?,are you watching
তোমার দিকে তাকিয়ে আছি ,তুমিতাইন ওর দিকে চাই রইছি,looking at you
তোমার সৌন্দর্যোতা দেখছি ,তুমিতাইন যে সুন্দর দেখিয়ার,I see your beauty
পানির অপর নাম জীবন,পানির আরেক নাম জীবন,Another name for water is life
আজ অনেক মজা হল,আইজ বাক্কা মজা ওইছে,Today was a lot of fun
আমার বিয়েতে দাওয়াত রইলো ,আমার বিয়াত দাওয়াত রইলো ,I was invited to my wedding
সবাই হারিয়ে যায় ,হকল ওউ হারাই যায়,Everyone is lost
আমার কোনো বন্ধু নেই ,আমার কোন বন্ধু নাই,I don't have any friends
এই পৃথিবীতে আমি বড্ড একা ,ওউ দুউন্নাইত আমি ফুরাউ এখলা,I am very alone in this world
তুমি রান্না করতে পারো ?,তুমিতাইন কিতা রান্তায় ফারো নি?,Can you cook?
তোমার হাতের লেখা অনেক সুন্দর ,তুমিতাইন ওর হাত ওর লেখা যে সুন্দর,Your handwriting is very beautiful
আমি গল্পের বই কিনবো ,আমি গল্প'র বই কিনমু,I will buy story books
আমি আজকে ঢাকায় যাবো ,আমি আইজ ঢাকাত যাইমু,I will go to Dhaka today
ঢাকায় আমার চাকরি হয়েছে ,ঢাকাত আমার চাকরি ওইছে,I got a job in Dhaka
চাকরি করতে আর ভালো লাগে না,চাকরি করতে আর বালা লাগরো না,I don't like to work anymore
মা আমার অনেক যত্ন নেয় ,মা'য় আমার খুব যত্ন নেইন,Mother takes care of me a lot
আমার মায়ের রান্না অনেক মজার,আমার মা'র গাত ওর রান্দা খুব মজার,My mother's cooking is very interesting
বিয়েতে আমার মত নাই ,বিয়াত আমার লাকান নাই,I don't like marriage
পাহাড়ের চূড়ায় উঠতে চাই ,পাহাড় ওর মাথাত উঠতাম চাই,I want to climb to the top of the mountain
এক পাশে সাগর এক পাশে বালি ,এক বায়দি সমুদ্র আরেক বায়দি বালু,On one side is the sea and on the other side is the sand
তোমার ছেলে অনেক দুষ্টু ,তুমিতাইন ওর ফুয়াগু যে দুষ্টা,Your son is very naughty
কালকে থেকে পড়তে বসবো ,কাইল তনে পড়াত বইমু,I will sit down to read from tomorrow
আমার ঘড়ীটা খুজে পাচ্ছি না ,আমার ঘড়িগুতা খুজিয়া পাইয়ার না,I can't find my watch
মানুুষ অনেক স্বার্থপর হয় ,মানুষ যে স্বার্থপর ওয়,People are very selfish
কিন্তু কিছু মানুষ অনেক ভালো,কিন্তু কিছু মানুষ খুব বালা,But some people are much better
আমি তাদেরই একজন হতে চাই ,আমি তারার ওউ একজন ওইতাম চাই,I want to be one of them
তোমার পরিবারে কি আমায় মেনে নিবে? ,তুমিতাইন ওর বাসাত কিতা আমারে মানিয়া লইবো নি?,Will you accept me in your family?
তুমি অনেক যত্নশীল ,তুমিতাইন যে যত্ন লও,you are very caring
তোমাদের পরীক্ষা কবে ?,তোমরার পরীক্ষা কবে? ,When is your exam?
খেলার মাঠে আজকে অনেক মানুষ ,খেলার মাঠও আইজ বাক্কা মানুষ,Many people in the playground today
তুমি ভালো আছো?,তুমিতাইন বালা নি?,Are you good?
আমি ভালো নেই ,আমি বালা নায়,I'm not well
তোমাকে ছাড়া আমি ভালো নেই,তুমিতাইনরে ছাড়া আমি বালা নাই,I'm not good without you
বিপদ বলে কয়ে আসে না,বিফদ কইয়া আয় না,Danger does not come
ছেলেটির রাগ অনেক বেশী  ,ফুয়াগুর যে রাগ,The boy is very angry
আমি একজন খারাপ মানুষ ,আমি একটা বাদ মানুষ,I am a bad person
তুমি কি চাও? ,তুমিতাইন কিতা চাও তে?,what do you want
তুমি কি চাও আমি চলে যাই?,তুমিতাইন কিতা চাও নি আমি যাই গি?,Do you want me to leave?
আমি চাই তুমি সবসময় আমার সাথে থাকো,আমি চাই তুমিতাইন হকল সময় আমার লগে থাকো,I want you to be with me always
কিন্তু এইটা কোনদিনও সম্ভব না ,কিন্তু ইকটা কোনদিন ওউ সম্ভব নায়,But this is never possible
তুমি কি বিয়েতে রাজি ?,তুমিতাইন কিতা বিয়াত রাজি নি?,Are you willing to marry?
আমি রাজি না ,আমি রাজি নায়,I don't agree
পাখিটা দেখতে সুন্দর ,পাখি ওগু দেখতে সুন্দর,The bird is beautiful
লাল রঙের শাড়িতে তোমায় ভালো মানাবে ,লাল রঙ ওর শাড়িত তোমারে বালা মানাইবো,A red color saree will suit you well
নীল রঙ আমার অনেক পছন্দ ,নীল রঙ আমার খুব বালা লাগে,I like blue color a lot
আমি তোমায় ভালবাসি না,আমি তোমারে বালা ফাই না,I don't love you
কেন ভালোবাসো না আমায় ? ,কিতার লাগি আমারে বালা ফাও না?,Why don't you love me?
আমার মধ্যে সমস্যা আছে ,আমার মাঝে বেজাল আছে,I have a problem
আমার মাথা গরম থাকে ,আমার মাথা গরম ওই থাকে,I have a hot head
আমি বদমেজাজি লোক ,আমি বদ মেজাজ ওর মানুষ,I am a grumpy person
বেশী কথা আমার পছন্দ না ,বেশি মাত আমার বালা লাগে না,I don't like talking too much
তুমি বোকা একজন মানুষ,তুমিতাইন একটা গাধা মানুষ,You are a stupid man
তুমি বেশী কথা বলো,তুমিতাইন বেশি মাতো,You talk too much
তুমি অল্প কথা বলো ,তুমিতাইন কম মাতো,You speak little
আমি আজ সকালে চা খাই নাই,আমি আইজ সকাইলকু চা খাইছি না,I didn't have tea this morning
আমি আজ সকালে আমার বন্ধুদের সাথে ঘুরতে গিয়েছিলাম,আমি আইজ সকালে আমার বন্ধু ওকলতোর লগে ঘুরাত গেছলাম,I went for a walk with my friends this morning
আমি আজ সকালে আমার বন্ধুর সাথে ঝগড়া করেছি,আমি আইজ সকাইলকু আমার বন্ধু ওগুর লগে ঝগড়া করছি,I had a fight with my friend this morning
আমার বন্ধু আমার সব কথা খুবই মনোযোগ দিয়ে শুনে,আমার বন্ধু ওতায় আমার মাত খুব মন দিয়া হুনে,My friend listens to me very attentively
আমার বন্ধু হয়ত আমাকে অনেক ভালবাসে,আমার বন্ধু ওকলতে মনয় আমারে খুব বালা ফাও,My friend may love me a lot
আমার একটি বিড়াল আছে,আমার একগু বিলাই আছে,I have a cat
আমার বিড়ালের নাম মিনু,আমার বিলাই ওর নাম মিনু,My cat's name is Minu
আমি আমার বিড়ালের সাথে খেলতে অনেক ভালবাসি,আমি আমার বিলাই ওর লগে খেলতে যে বালা ফাই,I love to play with my cat
"এই ১৪ টি বছরে আজও কোন কারনে উনি আমাকে ""তুই"" বলে ডাকেনি ","ওয় ১৪ টা বছর ধরি আইজও তাইন কোন কারণে আমারে ""তুই"" কইয়া ডাকছোইন না","Even in these 14 years he never called me ""you"" for any reason"
কখনো গায়ে হাত তুলে নি,কোন বালা গাত হাত তুলছে না ,Never raised a hand
লোক দেখানো শেষ?,মাইনষরে দেখানি শেষ না নি?,Is the show over?
এত তাড়াতাড়ি শেষ,ওতো জলদি শেষ!!,It's over so soon
বুঝতেছিনা কি করবো আমি,বুঝিয়ার না কিতা করতাম আমি,I don't know what to do
আমার দুই বিয়ে হয়েছে,আমার দুইগু বিয়া ওইছে,I have two marriages
আমি একজন মেয়ে মানুষ,আমি একগু ফুরি মানুষ,I am a girl person
"আমার দ্বিতীয়  বিয়ে নিয়ে আমার নিজের কাকারা, মামারা খোঁচা মেরে কথা বলে",আমার দুই নাম্বার বিয়া লইয়া আমার নিজ ওর কাকা-মামাইন্তে খোঁচা মারিয়া মাতোইন,"My own cousins, uncles talk about my second marriage"
কিন্তু আজ পর্যন্ত আমার স্বামী আমাকে খোঁচা মেরে কথা বলেনি,কিন্তু আইজ পর্যন্ত আমার জামাইয়ে আমারে খোঁচা মারিয়া মাতছে না,But till today my husband has not spoken to me by punching me
ভাবছি আপন লোক কি এমনই হয়?,ভাবিয়ার নিজ ওর মানুষ ওউ ওলা ওইন নি?,I wonder if people are like this?
আমার আপন লোক গুলোই এমন,আমার নিজ ওর মানুষ ওকল ওউ ওলাকান,My own people are like that
আমার আর বাঁচতে ইচ্ছে করেনা জানেন,আমার আর বাঁচতে ইচ্ছা করে না জানোইন নি,You know I don't want to live anymore
আমার প্রথম বিয়ে আমাকে জোর করে দেয়,আমার ফয়লা বিয়া আমারে জোর করিয়া দিছে,My first marriage forced me
সেখানে ছেলে অনেক কিপটা ছিলো আমি দুইবেলা ভাত খেতে পারতাম না,"হনো ফুয়া বউত কিপটা আছিল, আমি দুইবেলা ভাত ওউ খাইতে ফারতাম না","There were so many kips, I couldn't eat rice for two meals"
দ্বিতীয়  বিয়েতে আমি কল্পনার চেয়েও বেশি সুখী,দুই নাম্বার বিয়াত আমি ভাবনার বাইরে সুখী আছি,I am happier than I could have imagined in my second marriage
এইগুলো দেখেও সবাই না দেখার ভান করে,ইতা দেখিয়াও হক্কলে না দেখার ভান করি থাকোইন,Everyone pretends not to see these
খোঁচা মারার মতো কথা আছেই যে আমার দুই বিয়ে,খোঁচা মারার মতো মাত আছেউ যে আমার দুইগু বিয়া,I have two marriages
আমার সুখ দেখে আবার তাদের সহ্য হয়না,আমার সুখ দেখিয়া আবার ইতার সইহ্য ওয় না,They can't bear to see my happiness
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি,বিয়া করার পাঁচ বছর বাদে ওখন আমি স্মার্ট ওইছি,After five years of marriage now I am smart
প্রথম প্রথম বউ এর অনেক প্রশ্নের সঠিক উত্তর দিয়ে বিপদে পড়তাম,ফয়লা ফয়লা বউ ওর বউত প্রশ্ন'র হাছা উত্তর দিয়া বিপদও পড়তাম,I was in danger by answering many of the first wife's questions correctly
বিশাল ক্যাচাল লেগে যেতো,খেচা ঝামেলা লাগতো,There was a huge catch
এরপর ঠিক করলাম তেল মারা উত্তর দিবো,এরবাদে ঠিক করলাম তেল মারা উত্তর দিমু,After that I decided to reply with oil
এতে ও লাভ হলো না,ইটায়ও লাভ ওইলো না,It did not help
ক্যাচাল থামলো না,ঝামেলা থামলো না,Catchall didn't stop
হালকা পাতলা লাভ হচ্ছে,থুরা থুরি লাভ ওইরো,Light weight gain
"বউ খাবার সময় বেশ হাসি মুখে বল্লো, রান্না কেমন হয়েছে?","বউয়ে খানির সময় বাক্কা হাসি মুখে জিগাইলো, রান্না কিলা ওইছে?","The wife said with a smile during the meal, how was the cooking?"
খাবারে আরেকটু রসুন দিলে বেশী মজা হতো,খানিত থুরা রসুন বাড়াইয়া দিলে আরো মজা ওইতো,A little more garlic in the food would have been more fun
খাবারে লবণ একটু কম হয়েছে,খানিত লবণ থুরা কম ওইছে,The salt in the food is a little less
তোমার খাওয়া লাগবে না,তুমিতাইন ওর খাওয়া লাগতো নায়,You don't need to eat
আমি তো আসলে কিছুই পারি না,আমি তো আসলে কুন্তাউ পারি না,I can't really do anything
বউ এর চোখ ছলছল,বউ ওর চউখ ও পানি টুপটুপ,The wife's eyes are full
তুমি আমাকে আর কত অবাক করবা,তুমি আমারে আর কত অবাক করতায়?,How much more will you surprise me?
এক চামচ খেয়েই এতো কথা বলে দিলা,এক চামচ খাইয়াউ ওতো মাত মাতিলাইলা,He said so much just by eating one spoon
চাপাবাজি টা একটু কমাও,গফ থুরা কমাইয়া মারো,Reduce the pressure
তুমি রেঁধেছো,তুমি রানচো,You cooked
আমি তো ভাবলাম শাশুড়ি আম্মা আমার জন্য রান্না করে পাঠিয়েছেন,আমি তো ভাবিয়ার হরি আম্মায় আমার লাগি রান্দিয়া পাঠাইছইন,I thought my mother-in-law had cooked for me
তোমার রান্না তো পুরা আম্মার মতো,তোমার রান্দা তো ফুরাউ আম্মার লাকান,Your cooking is just like my mother's
"আরেক টু খাও, এক চামুচ দেই?","আর থুরা খাও, এক চামচ দিলাই?","Eat another two, give a spoon?"
মেকআপ টা কেমন হইসে?,মেকআপ কিলা ওইছে?,How is the makeup?
"একটু বেশী হয়ে গেসে, কম হলে আরো ভালো লাগতো","থুরা বেশি ওই গেছে, কম ওইলে আরো ভালা লাগলো নে","A little more, less would have been better"
"বউ মেকআপ তুলতে তুলতে, যাবোই না আজ","বউয়ে মেকআপ তুলিয়া তুলিয়া,যাইরাম ওউ না আইজ",I will not go today to pick up my wife's makeup
আমি তো মেকআপই দিতে পারি না,আমি তো মেকআপ ওউ দিতাম ফারি না,I can't afford makeup
তুমি যাও একা একা,তুমি ওউ যাও এখলা,you go alone
পার্টি তে গিয়ে সুন্দরি দের সাথে ঢং করে আসো,পার্টিত গিয়া সুন্দরী ওকলতোর লগে ফুংগামি করিয়া আও,Go to the party and rock with the beauties
কিভাবে এতো জোস মেকআপ করো,কিলা ওতো জোস মেকআপ করো,How to do so much makeup
না বুঝে বেশী কথা বলো কেন ,আনা বুঝিয়া বেশি মাতো কেনে,Why talk more without understanding?
"আমার দিকে তো আর তাকাও না, চোখ থাকে অন্য মেয়েদের দিকে","আমার দিকে তো আর চাও না, চউখ থাকে অইন্য ফুরিন্তোর ওবায়","Don't look at me anymore, eyes are on other girls"
আমি বেশ কিছুক্ষন তাঁর মুখের দিকে তাকিয়ে থাকলাম,আমি বাক্কা সময় তাঁর মুখ ওর দিকে চাই রইলাম,I stared at his face for some time
তুমি এতো কিছু বুঝো কিভাবে,তুমিতাইন ওতোতা বুঝো কিলা,How do you understand so much?
শাড়িটা আমাকে কেমন মানিয়েছে,শাড়িটায় আমারে কিলা লাগের,How does the saree fit me?
সবুজ শাড়িটা পড়লে দারুন লাগতো,সবুজ রঙ ওর শাড়ি ওগু পড়লে সুন্দর লাগতো,The green saree looked great
সবুজ শাড়ি কি তোমার এক্স কোনো গার্লফ্রেন্ডের পছন্দের রঙ,সবুজ রঙ ওর শাড়ি কিতা তোমার এক্স কোনো বান্ধোবীর পছন্দ আছিল নি?,Is green saree your ex girlfriend's favorite color
এই সব তেল আমাকে দিবা না! বিরক্ত লাগে,ইতা তেল আমারে মারিও না! অসইহ্য লাগে,"Don't give me all these oils, I feel bored"
"মাথায় রেখো, বিয়ে বাড়িতে যাচ্ছো","মনো রাখিও, বিয়া বাড়িত যাইরায়","Keep in mind, you are going to get married"
বউ এর চেয়ে তোমাকে বেশী সুন্দর লাগলে কিন্তু সমস্যা,বউ ওর তাকি তুমিতাইনরে বেশি সুন্দর লাগলে তো সমস্যা,"If you think you are more beautiful than your wife, it is a problem"
বিবাহিত জীবনে সুখে থাকুন,সংসার জীবন্ব ভালা থাকোউকা,Be happy in your married life
আমার স্বামী মদ খায় রাতের পর রাত বন্ধুদের সাথে আড্ডা দেয়,আমার জামাইয়ে মদ খাইয়া রাইত ওর পর রাইত বন্ধু ইতাইন্তোর লগে আড্ডা মারে,My husband drinks alcohol and hangs out with friends night after night
আমি এটা স্বাভাবিকভাবে নিয়েছিলাম,আমি ইগুরে একবারে স্বাভাবিক ওউ লইছলাম,I took it for granted
আমার কাছে ধরা পড়ার পরেও স্বীকার না করে উল্টা আমার গায়ে হাত তুলে,আমার ওনো ধরা খাওয়া বাদেও হাছা না মাতিয়া আবার আমার গাত হাত তুলে,"Even after being caught by me, Ulta raised her hand on me without admitting it"
এখন তাকে আর ছাড় দেওয়া যাবে না,ওখন আর হেরে ছাড় দেওন যাইতো নায়,Now he cannot be exempted
যে মানুষ গায়ে হাত তোলে অন্য মেয়েদের সাথে কথা বলে ঘরে বউ রেখে,যেগুয়ে গাত হাত তুলিয়া অন্য ফুরিন্তোর লগে মাতে ঘরও বউ রাখিয়া,The man who touches his body talks to other girls and keeps his wife at home
এমন পুরুষদের সাথে সংসার যায় না,ওলা বেটাইন্তোর লগে সংসার করা যায় না,You can't get along with such men
কোন মানুষের প্রতি একবার বিশ্বাস উঠে গেলে অভিনয় করে বেশি দিন সেখানে থাকা যায় না,কোন মাইনষের উফ্রে একবার বিশ্বাস উঠি গেলে ওনো নাটক করিয়া আর বেশি দিন থাকা যায় না,"Once trust is established in a person, acting cannot remain there for long"
আর সহ্য না করতে পেরে আপনাদের কাছে সঠিক পরার্মশ চাচ্ছি,আর সইহ্য না করতে পারিয়া ওখন আফনারার ধারো ভালা উপায় চাইরাম,I can't bear it anymore and ask you for proper help
আমার বাবা পুলিশে আছেন তো মায়ের সাথে বিয়ের পর থেকেই তিনি পরকীয়ায় আসক্ত ছিলেন,আমার বাবা পুলিশও আছোইন তো মা'র লগে বিয়ার বাদে তাকি ওউ তাইনও পরকীয়াত মগ্ন আছলা,My father is in the police and since his marriage with my mother he was addicted to extramarital affairs
আম্মু অনেক সহ্য করে এতো বছর সংসার করে গেছেন,আম্মায় বউত সইহ্য করিয়া ওতো বছর সংসার করিয়া গেছোইন,Ammu has endured a lot and has lived a family for so many years
এর মধ্যে অনেক সময় ভালো হয়ে যেত আবার খারাপ হয়ে যেত,এর মাঝে বউত সময় ভালা ওইতো আবার খারাপ ওই যাইতো,Sometimes it gets better and worse
শেষ বয়সে এসে সে এখন এমন একটা জঘন্য কাজ করলো,শেষ বয়সও আইয়া হে ওখন ওলা একটা বাদ কাজ করলো,At his last age he did such a heinous act
সে ২য় বিয়ে করছে একটা বিবাহিত মহিলাকে,হে দুই নাম্বার বিয়া করছে একগু বিয়াইত্তা বেটিরে,He is getting 2nd marriage to a married woman
সে দ্বিতীয় বিয়ে করে শান্তি পায় নি,হে দুই নাম্বার বিয়া করিয়া শান্তি পাইছে না,He did not find peace in his second marriage
বাবার কাছে আমার মায়ের নামে অনেক উল্টা পল্টা কথা বলে,বাবার ধারো আমার মা'র নামে বউত আউল ফাউল মাত মাতে,My mother's name is spoken back and forth to my father
আমি একটা পাবলিক বিশ্ববিদ্যায়ের পড়াশোনা করছি,আমি একটা পাবলিক বিশ্ববিদ্যালয়ও পড়িয়ার,I am studying a public university
সে এখন আমার পড়াশোনার খরচ দিতে চায় না,হে ওখন আমার পড়ার খরচ দিতো চায় না,He doesn't want to pay for my education now
ঐ মহিলা আর সে মিলে আমাকে গালিগালাজ করতে থাকে,হউ বেটি আর হে মিলিয়া আমারে গালাগালি করতে থাকে,That woman and he started abusing me together
আমি তোর পড়াশোনার কোনো খরচ দিবো না,আমি তোর পড়ার কোন খরচ দিতাম নায়,I will not pay for your education
আমাকে দয়া করে সঠিক পরার্মশ দিয়ে একটু সাহায্য করুন,আমারে দয়া করিয়া ভালা উপায় দেখাইয়া সাহায্য করোইন,Please help me with proper advice
আমি কী করতে পারি?,আমি কিতা করতাম পারি?,What can I do?
২৮ বছর ধরে আমার মা কষ্ট করে গেছেন,২৮ বছর ধরিয়া আমার মা'য় কষ্ট করিয়া গেছোইন,My mother has suffered for 28 years
অন্যদিকে এতো অন্যায় করার পরও আমার বাবা আর ঐ মহিলা অনেক সুখে আছেন,আরেক বায় ওতো অন্যায় করার বাদেও আমার বাবা আর হউ বেটি বউত সুখে আছে,"On the other hand, my father and that woman are very happy despite doing so much injustice"
আপনাদের থেকে কিছু ভালো পরামর্শ নিতে আসলাম,আফনারার ধারো কিছু ভালা উপায় নেওয়াত আইলাম,I came to get some good advice from you
আমি একজন অবিবাহিতা,আমি এক অবিবাহিতা ,I am a bachelor
ছোট থেকে নানার বাসায় বড় হয়েছি,ছোট তনে নানার বাড়িত বড় ওইছি,I grew up in my grandmother's house
এখন নানার বাসায়ই থাকি,ওখনও নানার বাড়িত ওউ থাকি,Now I live at my grandmother's house
আমাদের যৌথ পরিবার ছিল নানার বাসায়,আমরার যৌথ পরিবার আছিল নানার বাড়িত ,Our joint family was in Nana's house
আমার আব্বু আগে নেশায় আসক্ত ছিল,আমার আব্বা আগে নেশাত ডুবি আছলা,My father used to be addicted to drugs
আমাদের সাথে আমার আব্বু তেমন সময় কাটাতো না,আমরার লগে আমার আব্বার ওতো সময় কাটতো না,My father did not spend much time with us
আব্বু সারাদিন বাহিরে বাহিরে থাকত,আব্বা হারাদিন ওউ বাইরে থাকতা,Abbu used to stay outside all day
আমি তখন অনেক ছোট ছিলাম,আমি হউ সময় বউত ছোট আছলাম,I was very young then
আমার ফুফু চাচারাও আমাদের দেখতে পারত না,আমার ফুফু চাচাইন্তেও আমরার দেখতে পারতো না,Even my uncles and aunts could not see us
আম্মুই আমাকে আর ভাইকে বড় করছে অনেক কষ্ট করে,আম্মায় আমারে আর ভাইরে বউত কষ্ট করি বড় করছোইন,My mother is raising me and my brother very hard
আমাকে আগে সবাই আদর করত,আমাতে আগে হক্কলে মায়া করতো,Everyone loved me before
যত বড় হলাম সবার চোখে এক প্রকার বিশ এর মত হয়ে গেলাম আমি,যত বড় ওইছি দেখি হক্কলের চউখও একলাকান বিষ ওর মতো ওই গেছি আমি,"As I grew older, I became like a twenty-something in everyone's eyes"
আগের তুলনায় আব্বু অনেক ভালো হয়ছেন,আগের তাকি আব্বা বউত ভালা ওইছোইন,Dad is much better than before
আমার খালামুনির বিয়ে হইছে ২০১৫তে,আমার খালামণির বিয়া ওইছে ২০১৫ ত,My cousin got married in 2015
আমার খালামুনির দুইটা ছেলে আছে,আমার খালামণির দুইগু ফুয়া আছে,My uncle has two sons
বিয়ের আগে খালামুনিই আমাকে বড় করছে,বিয়ার আগে খালামণি এউ আমারে বড় করছোইন,Khalamuni is raising me before marriage
আম্মু কিছু হলেই আমাকে মার ধর করে,আম্মায় কুন্তা ওইলেউ আমারে পিটাপিটি করে,Mom beats me if anything happens
আমার আব্বু যে এত খারাপ কখনো ফুলের টোকাও দেয় নাই,আমার আব্বা যে ওতো খারাপ কোনো সময় ফুলের টুকাও দিছে না,My father who is so bad has never touched a flower
আমি একজন ছেলে বর্তমানে বাংলাদেশ নেভীতে কর্মরত আছি,আমি এক ফুয়া ওখন বাংলাদেশ নেভীত কাম করিয়ার,I am a boy currently working in Bangladesh Navy
আমি ৪ মাস আগে পরিবারের পছন্দে বিয়ে করেছি,আমি ৪ মাস আগে পরিবার ওর পছন্দেউ বিয়া করছি,I got married 4 months ago by family choice
আমি সকাল ৮ টাই ডিউটিতে চলে যাই,আমি সকাল ৮ টাত ডিউটিত যাই গি,I leave for duty at 8 am
আমার স্ত্রী একদিনও সময়মতো টেবিলে খাবার দিতে পারে না অনেক সময় বাইরে গিয়ে নাস্তা করি,"আমার বউ একদিনও সময়মত খানি দিতো পারে না, বউত দিন বাইরে গিয়া নাস্তা খাই",My wife can't even put food on the table on time. Many times I go out for breakfast
সে এতো সকালে নাকি উঠতে পারে না,তাই ওতো সকাইলকু বুলে উঠতো পারে না,He can't get up so early in the morning
সে তার বাপের বাড়িতে থাকতে নাকি ১০ টার আগে ঘুম থেকে উঠতো নাহ,তাই তাইর বাফ ওর বাড়িত থাকে কাইলও বুলে ১০ টার আগে ঘুম ওর তনে উঠতো না,He used to stay at his father's house or wake up before 10 o'clock
সে প্রচন্ড অলস একটা কাজ সময়মতো করতে পারে না,তাই বউত কুরিয়া একটা কাম সময়মত করতো পারে না,He is very lazy and cannot do a job on time
"সারাদিন বাসায় বসে ফেইসবুক, টিকটকে সময় কাটে তার","হারাদিন বাসাত বইয়া ফেইসবুক, টিকটক ওতাত সময় কাটে তাইর",He spends the whole day sitting at home on Facebook and Tiktok.
আমাদের মধ্যে প্রায়সময় ঝগড়া হয়,আমরার মাঝে প্রায় ওউ ঝগড়া ওয়,We often quarrel
