Standard_Bangla,dialect_speech,English_translation
কথা এটি বলার পাঁচ মিনিট আগে,হথা ইয়েন হইবের পাঁচ মিনিট আগে,
কথা শুধু আমি আমরা না সবার সাথে মিলে যাবে,হথা উধে অ্যাঁর ন বেজ্ঞুনের লগে মিলিয়ে যাইব্যু,
কথা শুনলে সবারটা শুনতে হবে।,হথা উনিলি বেজ্ঞুন অর গিন উনন পরিবু,
কথা বলে চুপ করে নিচে দিকে দেখে,হথা কইয়্যরে চুপ গরে তলাত মিক্কে চ্যাঁই,
কথা ভাল বলুন ভাই,হথা গম হন বদ্দা,
কথা ঠিক আছে নাকি,হথা ঠিক আছে নি,
কথা ঠিক আছে নাকি তোমার,হথা ঠিক আছে নি তোঁয়ার,
কথা ঠিক আছে ?,হথা ঠিক আছে?,Is the statement correct?
কথা তো এতক্ষণ বলে পাগল করে দিয়েছে,হথা তো এতক্ষণ কইয়্যরে পল করে দিইয়্যি,
কথা তো এতক্ষণ বলে মাথা পাগল করে দিয়েছ,হথা তো এতক্ষণ কইয়্যরে মাতা পল করে দিছছ,
কথা দিয়ে রাখে না কথা,হথা দি রাহে না হথা,
কথা না বলে খাওয়াতে মনযোগ দেয়,হথা ন কইয়্যরে হাবাইত মনযোগ দে,He concentrates on feeding without talking
কথা বুঝি না,হথা ন বুজি,
কথা বলবেন না আমাকে নিয়ে,হথা ন হইয়্যুন অ্যাঁরে লইয়্যে,
কথা মত আগে থেকে লাগিয়ে রাখে,হথা নান আগে তুন লাগাই রাহে,
কথা পুরাই সত্য খোজ নিয়ে দেখেন,"হথা পুরাই হাছা,হোজ লই চন",
কথা অনেক রকম সুর দিয়ে তাল দিয়ে,হথা বহুত রকম সুর দি তাল দি,
কথা বুঝি এজন্য নাটক খুব মজা লাগে,হথা বুজি এতেল্লেই নাটক বহুত মজা লার,
কথা শুনে তার মন গলে গেল,হথা শুনি ইতার মন গলে গিল,
কথা শুনে কি খুশি হল,হথা শুনি কি খুশি অইল,
কথা শুনে মুরগি পরের দিন থেকে,হথা শুনি কুরো ফরর দিন তুন,
কথা শুনে ঘর থেকে গেল হাবুল,হথা শুনি ঘর তুন গিল হাবুল,
কথা শুনে মেয়ে শব্দ করে বলল,হথা শুনি মাইয়্যা শব্দ গরে হইলো,
কথা বলতে বলতে যাচ্ছে তারা,হথা হইতে হইতে যার ইতারা,
কথা বলার জন্য আমি অন্য ঘরে যাই,হথা হইবের লাই অ্যাঁই অন্য ঘরত যাই,
কথা বলার জন্য আমি অন্য ঘরে যাই তখন,হথা হইবের লাই অ্যাঁই অন্য রুমত যাই তহন,
কথা বলুন মুরুব্বি মানুষ,হথা হন মুরুব্বি মানুষ,
কথা বলুন মুরুব্বি মানুষ উনি,হথা হন মুরুব্বি মানুষ ইতে,
কথা বুঝায় তু অপরাধি,হথাত বুঝির তুই অপরাধী।,
কথার উপরে শুধু কথা,হথার উদ্দি উধে হথা,
কথার উপরে শুধু কথা কেন,হথার উদ্দি উধে হথা কিল্লাই,
কথার উপরে কথা,হথার উদ্দি হথা,
কথার উপরে কথা হচ্ছে,হথার উদ্দি হথা অইলদে,
কথার মধ্যে অহংকারী ভাব আছে,হথার মইধ্যে দেমাগি ভাব আছে,
কথার সাথে ঠোঁট মিল নেই,হথার লগে ঠোঁট মিলে নাই,
কথায় একবারে বলছি,হথায় এব্বেরে হইদ্দি,
"কত্তগুলা বেজন্মার হাতে দেশটা পরে নাস্তানাবুদ হয়ে গেছে, নিরিহ জনগণ হয়ে মুখ লুকিয়ে কান্নাকাটি করা ছাড়া আর ক্ষোভে ফেটে পরা ছাড়া আর কিছুই করার নাই","হদজ্ঞুন বেজন্মার আতে দেশ গান পরি নাস্তানাবুদ অয় গিয়ি,নিরিহ জনগণ অয় মুখ লুকায় হাদন চাড়া আর রাগে ফাডি পরন চাড়া আর কিচু গরিবার নাই",
কয়দিন আগে যেই পুলিশ কনস্টেবলের চাকরি খাইসো ভুয়া নিউজ দিয়া তার বাচ্চার ছবিও দেখাও ।,হদিন আগে যে পুলিশ অফিসার অর চরি খাইয়ু ভুয়া নিউজ দিয়ারে ইতার বাইচ্চার ছবিও দেহো।,
কত ছুটি কাটাবো?,হদিন ছুটি হাডাইয়ুম?,How many vacations will we take?
কয়েক দিন পর শুনা যাবে শীজিত মুখার্জি সাথে ডিভোর্স হয়ে যাবে,হদিন বাদে উনা যাইবু দে শ্রীজিত মুখার্জীর ওয়ারে ডিভোর্স অই যাইবু ।,
কতগুলো গুলো অনেক বড় মনের মানুষ হাহাহা দিয়ে যাচ্ছে এইগুলো দেখে খুশি মনে...,হদুজ্ঞুন বোত ডর ডর মন অর মানুষ হাহা দি যার এগিন দেখি খুশি মনত...,
চাকরি করেন?,হদে গরে?,Works?
কিছু দিন পর সুদান ফেরত লোকটি বিয়ে করেন,হদ্দিন বাদে সুদান অত্তুন আইস্যেদে মানুষ ইবা বিয়া গইরগে,"After a few days, the man returned to Sudan and got married"
কতদূর চলে এসেছি যে জানে,হদ্দুর চলি আইচ্ছি যে জানে,
কতদূর দৌড়াদৌড়ি হবে,হদ্দুর দুরাদুরি অইব্যু,
কে হবে আবাল রানা���,হন অইবু আবাল রানা।,
কুন হালা ফাদারটোস্ট ডিজলাইক দিছে��� ওদের ঠাডায় দুইটা থাবড়া দিয়া ওদের দেওয়ানবাগী আব্বার নাম ভুলায় দেয়া উচিত��,হন আলা মাদারিসুদ ডিস্লাইক দিয়্যি ইতারারে দুয়্যো চোয়ার দি তারার দেওানবাগী বাপর নাম ফরায় দন উচিত।,
কখনো তোমাকে ভুলবো না,হন ওত্তে তোয়ারে ন ভুইল্লম,Never forget you
কোন কুত্তার বাচ্চায় ভিডিওটা ছাড়ছে????,হন কুত্তারবাইচ্চা ভিডিওগ সাইজ্জে?,
কোন গরু পছন্দ আমাকে একটু দেখিও,হন গরু ফসন্দোঅ্যাঁরে এক্কেনা চ্যাঁইও,
কে ভন্ড কে ভালো তুই বেটা বোঝো?,হন গুন্ডা হন ভালা তুই বেড়া বুঝছ?,
"কোন দেশে আমরা বাস করছি?
সরকার মরনের আগে মরণকামড় দিবে এটাই বাস্তবতা।
আমি আশারাখি আপনার এ পোস্টের মন্তব্য গুলো প্রধানমন্ত্রীকে জরুরী ভিত্তিতে দেখানো হবে।","হন দেশত বাস গরিদ্দে আঁরা? সরকার মরিবার আগদি মরণ হঁঅর দিবো, ইয়ান ই বাস্তব। আঁই আশা গরিদ্দে অনর এ পোষ্টর মন্তব্য ইন প্রধানমন্ত্রীরে জরুরি দেহান অইবো।",
কোন বাচ্চা পংগু হয়ে জরম নিলে অপরাধটা কার?,হন পোয়া মাজুর ওই দুনিয়াইত আইলে ইয়ান দোষ নে?,
কে পাঠিয়েছে,হন ফাদইয়ে,Who sent you?
কোন স্কুলে পড়,হন স্কুলত পর,Which school do you study?
��কে কে �আমার মতো সত্যকে ভালোবাসেন।লাইক দিয়ে যান।��,হন হন আর মত বালাবাসন। লাইক দি জন।,
কখনো অন্যের গরু নিয়ে যাবি,হনঅত্তে অন্যর গরু লইয়্যে যাবি,
কখনো আকাশ চুপ করে,হনঅত্তে আকাশ চুপ গরে,
কখনো চেষ্টা করে চুপ করে,হনঅত্তে চেষ্টা গরে চুপ গরে,
কখনো তোকে বলেছিল,হনঅত্তে তুঁরে হইয়্যিল,
কখনো পিছনের দিকে হাঁটে না,হনঅত্তে পিছর মিক্কে ন আডে,
কখনো মনে পড়ে না অতিরিক্ত বিলাসিতা করি,হনঅত্তে মনত ফড়ি না অতিরিক্ত বিলাসিতা গরি,
কখনো সময় পেলে একটু দেখব,হনঅত্তে সমত পাইলে এক্কানা দেইক্ষুম,
কখনো সময় পেলে একটু দেখা,হনঅত্তে সমত পাইলে এক্কানা দেহা,
কখনো কথা বলে কখনো চুপ থাকে,হনঅত্তে হথা কইয়্যরে হনঅত্তে চুপ থাহে,
কখনো কথা কখনো চুপ,হনঅত্তে হথা হনঅত্তে চুপ,
কখনো কোন কিছ প্রতিযোগিতায় করি না,হনঅত্তে হোন কিসু প্রতিযোগিতাত ন গরি,
কাউকে নিজের মত বানানোর জন্য আগে আমাকে তার মত হতে হবে,হনইক্কেরে নিজের ডইল্লে বানাইবের আগদ্দি আরে তার ডইল্লে অন ফরিব,"To make someone like me, I must first be like them"
কখনো গায়ে হাত তুলে নি,হনত্তে গাআত আত ন তুলে,Never raised a hand
কখনো ভেবে দেখেছ আমি না থাকলে তোমার কি হতো,হনস্মত ভাবি সাইয়িই আই ন থাকিলে তোয়ান কি অইতো?,
কেউ আপনার জীবনে সুখ এনে দেবে ভেবে কারো সাথে প্রেমে জড়াবেন না,হনিকাই অনর জিবন অত সুক আনি দিবো বাবি হনিকার লই ফ্রেমত ন জরাইবান,Don't fall in love with someone thinking that they will bring happiness in your life
কেউ আমার মাকে বলে দিও আমি বিয়ে করবো,হনিকাই আঁর মারে হইদিও আঁই বিয়া গইরগম,Someone tell my mother I will get married
কেউ আর ভয় পাচ্ছে না,হনিকাই আর ন ডারার,No one is afraid anymore
কারো জন্য কারো জীবন থেমে থাকে না,হনিকার লাই হনিকার জিবন তিয়াই ন তাকে,Life doesn't stop for anyone
"কাউকে আবেগের ভালোবাসা দিওনা, মনের ভালোবাসা দিও",হনিকারে আবেগের বালবাসা ন দিও মনোর বালবাসা দিও,"Don't give someone emotional love, give emotional love"
কাউকে প্রচন্ডভাবে ভালবাসার মধ্যে এক ধরনের দুর্বলতা আছে,হনিকারে প্রচন্ডভাবে বালবাসার মাযে এক দরনঅর দুর্বলতা আচে,There is a weakness in loving someone so much
কাউকে ভালোবাসা দেওয়াতেই বেশি আনন্দ লাগে আমার,হনিক্কারে ভালোবাসা দিতাম বেশি আনন্দ লাগে দে,
কাউকে তোমার কথা শুনাতে হতে আগে তুমি তার কথা শোনো,হনিক্কের হতা ফুনার আগদ্দি ইতার হতা ফুনো!,Listen to someone before you have to listen to them
কে হবে মাসুদ রানা রাসেল রানাকে যারা চান লাইক করেন �� আর যারা সাজ্জাদকে তারা কমেন্ট করবেন ��,"হনে অইবু মাসুদ রানা রাসেল রানারে যারা চন লাইক দন, আর যারা সাজ্জাদরে চন কমেন্ট গরন",
কে গন্ধ বোমা মারছে ওর গায়ের উপর?,হনে গন্ধ বোমা মাইরজে ইতার গার উদ্দি?,
‌কে ব‌লে স‌ঠিক বিচার নেই। এটাই তার প্রমান।‌বিএ‌নপি,হনে হইয়ি যে সঠিক বিচার নায়। ইয়ান ই প্রমাণ। বিম্পি,
কে কে দেখেছেন এই ছবিটি <br />� রিপ্লাই দিন,"হনে হনে চাইয়্যুন ছবিউয়্যো,রিপ্লাই দন",
কে করবে কার বিচার বাংলাদেশের শব নেতা খেতা এমন কি দেশের প্রধান শে নিজেও অপরাধী,হনে হার বিচার? গরিবু  দেশর নেতা কেতা এনকি দেশর ফদান নিজেই অফরাধী।,
কে বলে রে দেশ স্বাধীন হয়েছে,হনে হয় দে দেশ ইয়েন স্বাধীন অইয়্যি?,
"কে বলেরে সোনার বাংলায় সোনার মানুষ নাই, কত সোনামুখ এমন করে মানুষের পাশে আছে ভাই।","হনে হয় রে সোনার বাংলাত সোনার মানুষ নায়, হয় সোনামুখ এইল্লাত গরি মাইনষর ডাগোদি আচে ভাই",
কোন উপায় পাইনা কি করব,হনো উফায় নো ফাই যে কি কইজ্জুম,I have no way what to do
হয়ত কোন একদিন ছেলেটি মেয়েটাকে ভালবাসবে,হনো একদিন ফোয়াইবা মাইফোয়া ইবারে বালবাসিবো ফল্লাই,
"কেউ ই দুধে দুয়া তুলশি পাতা না, ব্যবসায়ীদের অনেক ধৈর্য্য ধরে ব্যবসা করা উচিত।","হনো কেউ ই দুধত ধুইন্না তুলশি পাতা ন, বেবসায়ী-অলর বোধ ধইয্য ধরি বেবসা গরন উচিত।",
কিছু কাজের না সব শালারা ভাবেন না নাটক তো ভালো করতে পারো,"হনো হামর নয়, বেগ আলা অক্মল অনে চন নাটক তো ভালা গরের।",
কোন কিছুই খুব সহজে হারিয়ে যায় না,হনোকিচুই সহজে আযি ন যাগই,Nothing is lost so easily
কেউ তাকে ভালোবাসতো নাহ,হনোকেয়াই তারে বালো ন বাসিতো,
কখনো ভাবিও নাই আমার এখানে পোস্ট করে সাহায্য চাইতে হবে,হনোদিন নো ভাবি এইল্লে গরি পোস্ট গরন ফরিবো,Never thought I'd post here and ask for help
কোনোভাবেই ওয়াসা পানি দিচ্ছে না,হনোবাবেই ওয়াসা ফানি ন দের,Wasa is not giving water at all
কোথায় নেমে আসছি আমরা !!!,হন্ডে নামি আইসসি আরা!!,
কোথায় বদহজম কোথায় কায়েদে আযম।,হন্ডে বদ অযম হন্ডে কায়েদে আজম,
কোথায় বোমা মারছে দেখা যাচ্ছে না,হন্ডে বোমা মাইরজে দে দেহা ন যার,
কোথাও যাও,হন্ডে যর,Go somewhere.
কই যাই সরম পাইছি,হন্ডে যার শরিম ফাইর,
কোথায় কাউয়া কাদের আর কোথায় খালেদা জিয়া। কিসের সাথে কি পান্তা ভাতে ঘি।। হা হা হা,হন্ডে হাউয়্যো হাদের হন্ডে হালেদা জিয়া। কিউরলয় কি ফানিভাতত ঘি।হাহাহা,
কোথায় কায়েদে আযম কোথায় বদহজম।আমির হামজা হুজুর একজন এর কোরআন গবেষক মুফতি।তার সাথে একটা ভন্ড ধর্মব্যবসায়ী মাজারপূজারীর তুলনা করাও তো অন্যায়।তাহেরির মত ভন্ডদের পিটিয়ে মাটিতে গেড়ে ফেলা উচিত।,হন্ডেকায়েদে আজম হন্ডে হন্ডে বদ হযম ।আমির হামযাএকজন কুরআন গবেষক মুফতি ।ইবের ওয়ারে ভন্ড মাজার ফুজারির তুলনা গরা অন্যায়।তাহেরির ডইল্লে ভন্ড অক্কলরে ঠিয়ায় ঠিয়ায় মারা দহার।,
কপাল পোড়া ভাগ্য তার,হপাল পোড়া ভাইজ্ঞ ইতার,
খবরটা দেখেই মনটা ভালো হয়ে গেল।,হবর ইয়ান দেহিয়ারে মন বালা অই গেইলু,
নিউজটা ভালো করে স্টাডি করেন আগে সব কিছুর উত্তর পেয়ে যাবেন । আন্তাজে শুধু ভিঊ পাওয়ার জন্য ভিডিও করে নিজের গ্রহণযোগ্যতা হারাবেন না । কেন আজকে ? কারণ তদন্ত করে দোষ প্রমাণিত হলেই শুধু শাস্তি দেয়ার বিধান।,হবরগান ভালা গরি ফরিয়েনে উত্তর ফাই যাইবেন ।আন্তাইজ্জে উদু ভুইর লাই ভিডিও গরি মান সম্মান ন হাইয়্যুন ।আজিয়ে কিল্লাই? হারন তদন্ত গরিয়েনে দোষ প্রমাণিত হইলি হুদু শাস্তি চলিবু দে ।,
খবরদার বাহির হবে না,হবরধার বাইর ন অইব্যু,
কম হলে রাস্তায় জন পুরুষ ছিল। এ গুলা সব হিজলা। হিজলা বললে ও কম হবে।,"হম অইলিউ রাস্তাত ১০ জন মদফুয়া আছিল, বেজ্ঞুন ইজারা, ইজারা হইলিউ ভুল।",
কম কি ছিলো?,হম কি আছিলো?,Was there any lack?
"কম চো**** বিলাই গাছে উঠে না!
স্যাররা আমাদের কত কথা বলতেন আমরা কিছু বলতে সাহস করতাম না।তারাই আমাদের ভুল সঠিক শিক্ষা দেয়।যখন আচরণ সীমার উরে চলে যায় তখনই মানুষ গড়ার কারিগর নামক ভুল মানুষ গুলোর নামে কথা বলতে সাহস হয়।",হম চো**** বিলাই গাছ অত ন উডে! স্যার অক্কলে আরারে হত হথা হইতু আরা কিচু হইতে সাহস ন পাইর। ইতারাই আরারে ভুল ঠিক শিক্কা দে। যেত্তে আচরণ সীমার উদ্দি যা গুই এত্তে মানুষ বানাইবার হারিগর নাম অর বুল মানুষ উনর নামে হথা হইতে সাহস অয়।,
কম দামের গাজা খেয়ে সংবাদ পড়ছেন।,হম দামি গাজা হাইয়্যেরে হবর পরের।,
কম দামী গাঁজা খাইছে মনে হয়,হম দামী গাঞ্জা খাইয়ি মনয়,
অল্প জলের মাছ বেশি জল পেলেই এই রকম করে তাই জে জার জায়গায় থাকা ভাল,হম ফানির মাস বেশি ফানি ফাইলি এরিম্মে গরে এতাল্লায় যে যার যাগাত থাহন নান ভালা।,
ক্ষমতার অপব্যবহার। এ আচরণ দৃষ্টান্ত হয়ে থাকবে।,হমতার অপব্যবহার। এ আচরণ দৃষ্টান্ত অয় থাইবু,
ক্ষমতাশীল দলের নেতা ছাড়া এ ঘটনা ঘটানো কোন ভাবেই সম্ভব না।,হমতাশানি দলর নেতা ছাড়া এ ঘটনা ঘটান হোনো মতেই সম্ভব ন,
কমলাপুর রেলস্টেশন থেকে বোনের বাসায় যাচ্ছি,হমলাফুর রেল স্টেশনত্তুন ভোইনর বাসাত যাইর,Going to sister's house from Kamalapur railway station
"ক্ষমা করে দিস মা,,,,",হমা গরি দিস ও মা,
ক্ষমা করো প্রভু ওদের।,হমা গরো পভু ইতারারে,
কমেই বারছে আর একটু বারলে ভালো হতো,হমেই বাড়ের আর এক্কানা বাইরলে বালা অইতু,
কম্বল নিয়ে ঘুমিয়ে যাবে,হম্বল লই ঘুম যাইব্যু,
কম্বলের ভিতরে মোবাইল টিপার সময় নেই,হম্বলের বিতুরে মোবাইল টিববার সমত নাই,
কাপড় ধরে টানতে শুরু করে সে,হর ধরি টাইনতে শুরু গরে ইতে,
কাপড় নিয়ে নেমে পড়ে,হর লইয়্যে লামি ফড়ি,
কাপড় সেলাই করার জন্য যোগাযোগ করো না,হর সিলাই গরিবের লাই যোগাযোগ ন গরো,
খরগোশ এসে দেখে কচ্ছপ অনেক দূর,হরগোশ আই চ্যাঁই  হচ্চফ বহুত দূর,
খরগোশ শুধু শুধু ভয় করে,হরগোশ উধে উধে ডর গরে,
খরগোশ দল আর ব্যাঙের গল্প,হরগোশ দল আর ব্যঙঅর গফ,
খরগোশ বেশি জোরে দৌড়াতে পারে বাতাসের আগে আগে,হরগোশ বেশি জোরে দুরিত ফারে বাতাসর আগে আগে,
"করুণ এ চিত্র, বুকে বিঁধে!","হরুণ এ চিত্র,বুক অত বিধে!",
করোনা ভাইরাসের জন্য তৈরী ভ্যাকসিন এর মধ্যেই এই সূত্রের প্রমান আছে।দন্ত না দেখিয়ে বরং জানার চেষ্টা করো,হরোনা বাইরাস অর লার গরা ভ্যাক্সিন এয়ার মধ্যিই এ সূত্রদ পমান আচে। দন্ত ন দেহাই বরং জানন অর চেষ্টা গরো,
"করোনা মহামারী কারণে দেশে বেকারত্ব বাড়ছে তার সাথে বাড়ছে তেল ও নিত্যপ্রয়োজনীয় সকল জিনিসের দাম কিছু বলার নাই, সাধারণ মানুষ এখন নিরুপায়, পকেটে টাকা থাক বা না থাক বেশি দামে কিনতে হবে করার কিছুই নেই..... এর নাম সোনার বাংলাদেশ....?","হরোনা মোয়ামারির হারণে দেশ অত বেহারত্ব বাইড়গেদে ইয়ান অর লই বাইড়গে তেল আর দরহারি বেয়াক জিনিস অর দাম কিচু হইবার নায়, সাদারণ মাইনষে এহন নিরুপায়, পকেট অত টেয়া থক ন থক বেশি দাম দি কিনন পরিবু কিচু গরিবার নাই..এয়ার নাম সোনার বাংলাদেশ..?",
কর্মীরা বুঝবে এখন নেতা তেলাইতে কত যে কষ্ট!,হর্মী অলে বুঝিবু এহন নেতা তেলাতে হত যে হস্ট,
"কল কাঠি নেড়েছে মানে কি ?
ধর্ম নিয়ে কঠুক্তি করেছে তাই তার
বিচার দাবী করেছে ৷ হিন্দু ধর্ম নিয়ে
যদি কঠুক্তি করত তোমরা কি চুপ থাকতা ?","হল হাডি নাড়াইউন মানি কি? ধর্ম লই হারাপ হতা হইয়ে দে এনে ইতার বিচার দাবী গইরজেদে। ইন্দু ধর্ম লই যদি হারাপ হথা হইতু তোয়ারা কি চুপ থাইকতা?""",
কলম হাতে তুলে দিলেই ছাত্র হয় না।,হলম আত'অত তুলি দিলিই ছাত্র ন-অয়।,
কলকাতা মোহনবাগানের ফুটবল দল অনেক জনপ্রিয়,হলহাতার মোহনবাগানঅর ফুটবল দল বউত যনফ্রিয়,Kolkata Mohun Bagan football team is very popular
কলাবিজ্ঞানীদের মুক্তির জন্য শুভকামনা। -কলা বিজ্ঞান গুরু কলাবিজ্ঞানী আইজ্যাক কামরুল হাসান।,হলাবিজ্ঞেয়ানি অলর মুক্তির লাই শুবহামনা। হলা বিজ্ঞেয়ান গুরু হলা বিজ্ঞেয়ানী আইজ্যাক হামরুল আসাইন্না।,
হলুদ মিডিয়ার হলুদ নিউজ। আর নিউজ পাছ না?? ভারতের দালালি ছাড়,হলুদ মিডিয়ার হলুদ নিউস।আর নিউস ন ফস?ভারতর দালালি সার।,
"কলেজ ভালো তাই বলে যে সব ছাত্র নীতি বান হবে সে টা আশা করা বোকামি,",হলে ভালা বুলি বেয়াক ছাত্র যে নীতি বান অইবু ইয়ান আশা গরন বোহামি,
কলেজে রাজনিতি ডুকে গেছে,হলেজ অত রাজনীতি ঢুকি গিয়ি,
কলেজ বিশ্ববিদ্যালয় গুলো সন্ত্রাসী আর চাঁদা বাজ পুষছে।,হলেজ বিশ্ববিদ্যালয় ইন সন্ত্রাসী আর চান্দাবাজ পালার,
কলেজ শিক্ষাতিরা মনে করে এই দেশটা তাদের বাবার যেমন খুশি তেমন করবে কেও প্রতিবাদ করলে ভাংচুর করবে এদের কে আইনের আওতায় আনা হোক কেও আইনের উর্দে নয়,"হলেজ শিক্ষার্থী অলে মনে গরে দে এই দেশ ইয়ান ইতারার বাপ অর,যেন খুশি তেন গরিবু,কেউ প্রতিবাদ গইরলি ভাংচুর গরিবু। ইতারারে আইনর আওতাত আনা অওক। কেউ আইনর উদ্দি ন",
কষ্ট পাই,হষ্ট ফাই,I suffer.
হা হা এরকমই অনুমান করেছিলাম,হা হা এরিম্মাত আন্দাজ গইরজিলাম,
হা হা দেওয়া অসভ্য গুলো মানুষের বাচ্চা হতে পারেনা।,হা হা দইন্না অসইভ্য এগুন মাইনষর বাইচ্চা অইত ন পারে,
হাহা দেওয়া ধার্মিক গুলোর জন্যই পৃথিবী টা আজ অশান্ত।,হা হা দইন্না ধার্মিক অলর লাই ই আজিয়া পিথিবি ইয়ান অশান্ত,
হা হা... পুলিশ কতো বড় অমানুষ,হা হা পুলিশ কত্তর ডর অমানুষ,
হা হা হা কুততা লিগ,হা হা হা কুত্তোলীগ,
হা হা হা নুরারে মাইরা ডাস্টবিনে ফালাইদে,হা হা হা নুরুরে মারি ডাসবিনুত ফালাই দে,
হা হা হা বিনোদনে ভরপুর।,হা হা হা বিনোদনওর ভরা।,
হা হা হা মজা পাইলাম,হা হা হা মজা পাইয়ি!,
হা হা হা মিনিট ভাইরাল হোয়ার আগেই মিনিট ডাউনলোড করে ফেলেছি ��,হা হা হা মিনিট ভাইরাল অইবের আগেই মিনিট ডাউনলোড গরি ফেলাই।,
হা হা হা মুক্তিযুদ্ধ রে তুরে বিক্রিকরে খুব মঝা পাইতেছে আওমিলিগ,হা হা হা মুক্তিযুদ্ধা রে তুরে বেচি খুব মঝা ফার আওমিলিগ।,
হা হা হা হা হি হি হি হি হু হু হু হু,হা হা হা হা হি হি হি হি হু হু হু হু।,
হা হা,হা হা।,
হাহাহা।।।।।।।। এটা নাকি সাজানো।,হা! হা! হা।এবে বলে সাজানো।,
"শাক দিয়ে মাছ ডাকার চেষ্টা করা হচ্ছে!!, যতযাই হোক শুধু বিএনপি এর জন্য দায়ী!!?, শুভ বুদ্ধির উদয় হোক।","হাঁক দিয়েরে মাছ ঢাঁইবার চেষ্টা গরেদ্দে। যাই অইবো অউক, উদা বিএনপি নাকি দায়ী?",
খানকির পুলারা যে বিচারকের আসনে বসছোছ তুরা কয়জন ইন্টারভিউ দিয়া সেলিব্রিটি হইছোছ,"হাংকির ফুয়া তোরা যে বিচারকর আসনত বইসসুস,তোরা হয়জন ইন্টারভিউ দিয়্ররে সেলিব্রিটি অইয়্যুস।",
খেয়ে সে চলে গেল কিন্তু,হাই ইতে চলি গিল কিন্তু,
খেয়ে চুপ করে শুয়ে থাকে,হাই চুপ গরে লেডি থাহে,
হাই বন্ধু রা আমার নাবার আমি সেক্স করি আমার নাবার,হাই বন্ধু রা আর নাম্বার আই সেক্স গরি। আর নাম্বার।,
হাইওয়ান অর বাচ্চা।,হাইওানর বাইচ্চে।,
খেতে খেতে বলি আমাকে মাছ দিতে,হাইতে হাইতে হই অ্যাঁরে মাছ দন,
খেতে পছন্দ করি,হাইতো পছন্দ গরি,Like to eat
খেতে পছন্দ করো?,হাইতো পছন্দ গরো,Like to eat?
খাওয়ার সময় খুব বেশি ব্যথা করছে দাঁতে,হাইবর সতি বর বেশি দাত ফুকে হরার,
হায়েরে বাংলার মানুষ তোরা এতোটা অবুজ তোরা কি ভাত খাস নাকি গাস খাচ এসব কি করে বিসাস করোস,"হাইরে বাংলার মানুষ তোয়ারা এনডিক্কা অবুঝ? তোরা কি ভাত হস নাকি কের হস, ইন কেন গরি বিশ্বাস গরিতাম।",
হাইরে মানুষ মিন্নির দোষ দিয়ে হত্যাকারীদেরকে আমরা আরাল করে ফেলতেছি। আর কিচু আবাল আছে শুধু হ হ করে।,"হাইরে মানুষ, মিন্নির দোষ দি হত্যাকারিওক্কলরে আরা লুকাই ফেলাইদ্দি। আর কিছু আবাল আছে উদু অ অ গরে।",
খালি ঘরের বাহিরে পা রেখে দেখিস,হাইল্লে ঘরর বাইরে ঠ্যাং রাহি চ্যাঁইস,
খালি প্রেম করতে পারে বিয়ের বেলায় নেই,হাইল্ল্যা ফিরিত গরিতে ফারে বিয়ার বেলাত নাই,
হাসতে হাসতে হাইগা দিছি!,হাইসতে হাইসতে হাগি দিয়ি,
হাস্যকর কথা বলে গেলেন কুত্তা লীগ এর কমি,হাইস্য কর হথা হই গেইয়্যি কুত্তো লীগর কর্মী,
হাস্যকর তার গায়ে নাকি বোমা মারছে তাহলে সে কেমেরার সামনে কথা বলে কেমনে,হাইস্যকর ইতার গাত বলে বোম মাইরজে তইলি ইতি ক্যামেরার সামনো দি হথা হর কেনে,
� খেয়েছে কে আর � প্রদানকারীর আজ কি হাল ! � বাংলাদেশ সত্যিই বহুদূর এগিয়েছে ! �,"হাইয়্যি হন আর যে দিয়্যি আজিয়ে ইতের কি অবস্থা ,বাংলাদেশ আসলে বউত দূরে গেইয়্যিগুই!",
হাউর পোলা টাইটেল ঠিক কর ভিডিও,হাউর ফুয়া টাইটেল ঠিক গর ভিডিও।,
কাউকা কাদের,হাউয়ো কাদের!।,
কাউয়া বাংলা কথা বলতে পারে কেনো,হাউয়ো বাংলা হতা হইন নো পারে দে কিল্লাই?,
কাউয়া কাদেরের সাথে দেশ মাতা খালেদাজিয়ার সাথে তুলনা।পাগল,হাউয়্য কাদেরর ওয়ারে দেশ্মাতা হালেদা জিয়ার তুলনা ।ফল!,
কাউয়া কাদের কার সাথে কার তুলনা। কোথায় তালের বিচি আর কোথায় ফেলের বিচি।।,হাউয়্যো কাদের হার ওয়ারে তুলনা ।হন্ডে তালর বিচি আর হন্ডে ফলর বিচি ।,
কাওয়া কাদের সাথে বেগম জিয়ার তুলনা শুনতে ও লজ্জা লাগে হায়রে বাংলাদেশ।,হাউয়্যো কাফদেরর লয় বেগম জিয়ার তুলনা উন্তেও শরম লাগে ।হায়রে বাংলাদেশ।,
কাউয়া কাদেরের ইলিগেল বউ মনে হয় এটা তাই এতো সম্মান সম্মান মারায়!এই কুত্তার বাচ্চায় কার সাথে কার তুলনা করে?,"হাউয়্যো কাাদেরর ইল্লিগেল বউ ফান লার ,এতাল্লাই তো সম্মান সম্মান মারার ।এই কুত্তোর বাইচ্চে হার ওয়ারে তুলনা গরের?",
কাউয়া কাদেরের সাথ���,হাউয়্যো হাদিজ্জের উয়ারে।,
