Standard_Bangla,dialect_speech,English_translation
"বিজ্ঞান পড়ান, খামাখা ধর্ম টানার দরকার নেই। মুক্তির জন্য ধন্যবাদ","বিজ্ঞান ফড়াইন, খামাখা ধর্ম টানবার দরকার নাই। মুক্তির লাগি ধন্যবাদ","Teach science, there's no need to unnecessarily bring religion into it. Thank you for the liberation."
বিজ্ঞান বিরোধী বক্তব্য দিলে অবশ্য মুক্তি হত না।,বিজ্ঞান বিরোধী বক্তব্য দিলে অবশ্য মুক্তি ওইত নায়।,"However, speaking against science would not have resulted in freedom."
বিজ্ঞান শিক্ষক হলেই জামিন মিল্বে।,বিজ্ঞান শিক্ষক অইলেই জামিন মিলব।,Getting a science teacher will ensure bail.
বিজ্ঞান শিক্ষক বিজ্ঞান পড়াতে পড়াতে একটু ইসলাম নিয়ে খোটা মারছে। হয়তো এরকম প্রায়ই করে তাই পোলাপানেরা মোবাইল দিয়ে রেকর্ড করে করছে।,বিজ্ঞান শিক্ষক বিজ্ঞান ফড়াতে ফড়াতে একটু ইসলাম লইয়্যা খুটা মারসে। হয়তো ওলাখান প্রায়ই করে অতার লাগি ফুয়াইন্টে মোবাইল দিয়া রেকর্ড করা ওইসে।,"The science teacher is making some snide remarks about Islam while teaching science. It seems he does this often, so the students are recording him with their phones."
বিজ্ঞান শিক্ষকরা আজকাল ধর্ম পড়াচ্ছেন! তাহলে ধর্মের শিক্ষকরা কি করছেন? তাদের তো উচিৎ বিজ্ঞান পড়ানো শুরু করা।,বিজ্ঞান শিক্ষকেরা আইজকাইল ধর্ম ফড়াইরা! তাইলে ধর্মর শিক্ষকেরা কিতা কররা? তারার তো উচিৎ বিজ্ঞান ফড়ানি শুরু করা।,Science teachers are teaching religion these days! So what are religious teachers doing? They should be starting to teach science.
বিজ্ঞান শিক্ষা দেওয়ার অপরাধে কারাগারে পাঠানো এটা বাংলাদেশের জন্য লজ্জাজনক,বিজ্ঞান শিক্ষা দেওয়ার অফরাধও কারাগারে ফাটানি এখটা বাংলাদেশওর লাগি লজ্জাজনক,It is shameful for Bangladesh that someone is being sent to jail for teaching science.
বিজ্ঞান শিক্ষা বাদ দিয়ে সারা দেশে মাদ্রাসার পায়ু মারার মত শিক্ষা দেওয়া হোক।,বিজ্ঞান শিক্ষা বাদ দিয়া হারা দেশও মাদ্রাসার ফায়ু মারার লাখান শিক্ষা দেওয়া হোউক।,"Let madrasa education, akin to striking the rear of the country, be provided nationwide instead of science education."
বিজ্ঞান হোক শিক্ষার মূল ভিত্তি!,বিজ্ঞান হোউক শিক্ষার মূল ভিত্তি!,Let science be the foundation of education!
বিজ্ঞানের কোন চ্যাপ্টারে ধর্মের বিষয়ে আলোচনা আছে? দেশের কলাবিজ্ঞানীগণ যদি একটু জানাতেন উপকার হত।,বিজ্ঞানর কুন চ্যাপ্টার ধর্মর বিষয়ে আলোচনা আসে? দেশর কলাবিজ্ঞানীহক্কল যদি একটু জানতা উফকার ওইত।,In which chapter of science is religion discussed? It would be helpful if the scientists of the country could let us know.
"বিজ্ঞানের বিরোধিতা কেউ করে না।ইসলাম ধর্মের বিপক্ষে বঙ্গ নাস্তিক্যবাদীদের যে বিদ্বেষ তার বিপক্ষেই কথা বলা হয়।আমরা তো জিনতত্ত্বের কথা কখনো অস্বীকার করি না,কিন্তু বাঁদর থেকে মানুষ হয় এমন তত্ত্বকে সমূলে প্রত্যাখ্যান করি।ধর্মের সাথে কখনো বিজ্ঞানের সংঘর্ষ হবে না।সংঘর্ষ হবে ধর্ম বিদ্বেষের সাথে।","বিজ্ঞানর বিরোধিতা কেউ করে না।ইসলাম ধর্মর বিফক্ষে বঙ্গ নাস্তিক্যবাদীহক্কলোর যে বিদ্বেষ তার বিফক্ষেই মাতা ওয়।আমরা তো জিনতত্ত্বর মাত কুনো সময় অস্বীকার করি না,কিন্তু বাঁদর থাকি মানুষ ওয় ওলাখান তত্ত্বর সমূলে ফ্রত্যাখ্যান করি। ধর্মর লগে কুনো সময় বিজ্ঞানর সংঘর্ষ ওইতো নায়।সংঘর্ষ ওইব ধর্ম বিদ্বেষের লগে।","No one opposes science. We speak out against the animosity that Bengali atheists harbor towards Islam. We never deny genetics, but we outright reject the theory of evolution from monkeys to humans. Religion will never clash with science. The clash will be with religious animosity."
বিজ্ঞানের সঙ্গে হযরত মুহাম্মদ সাঃ কে নিয়ে কটুক্তি দু’টোই বিপরীত মুখী। উনার উচিত ইসলাম ধর্মকে কটাক্ষ্য করার প্রবণতা থেকে বেরিয়ে আসা। সবসময় বিজ্ঞানের দোহাই দিয়ে নিজের অপকর্ম লুকিয়ে রাখা সম্ভব না।,বিজ্ঞানর লগে হযরত মুহাম্মদ সাঃ রে লইয়্যা কটুক্তি দুইটার বিফরীত মুখী। তান উচিত ইসলাম ধর্মরে কটাক্ষ্য করার প্রবণতা থাকি বারইয়া আওয়া। সবসময় বিজ্ঞানর দোহাই দিয়া নিজর অফকর্ম লুকিয়া রাখা সম্ভব নায়।,Both disrespecting science and making derogatory remarks about Prophet Muhammad (peace be upon him) are opposing viewpoints. He should move away from the tendency to disparage Islam. It is not possible to always hide one's misdeeds by using science as an excuse.
বিজ্ঞানীদের নতুন করে মানবজতিকে নিয়ে ভাবতে হবে ।,বিজ্ঞানী তারারে নতুন করি মানবজতিরে লইয়্যা ভাবতে ওইব।,Scientists need to rethink humanity anew.
"বিজ্ঞান বইয়ে এমন কোন অধ্যায় নেই যেখানে ধর্ম নিয়ে কথা বলা আছে। যদি নাই থাকে, তাহলে কেন এই শিক্ষক ধর্ম নিয়ে কথা বললেন?","বিজ্ঞানোর বইয় এমন কুনো অধ্যায় নাই যেন ধর্ম লইয়্যা কুনো মাত আসে। যদি নাই থাকে, তে কেনে এই শিক্ষক ধর্ম লইয়্যা মাত্রা?","There isn't a chapter in the science textbook that discusses religion. If there isn't one, then why did this teacher talk about religion?"
বিজ্ঞানের বাহানা দিয়ে ধমের্র অপমান মানা য়ায় না,বিজ্ঞানোর বাহানা দিয়া ধমর অপমান মানা যায় না,One cannot disrespect religion under the guise of science.
বিজ্ঞানের সাথে ইসলামের কোন সংঘর্শ নেই। কিন্তু যখন বিজ্ঞানের নাম নিয়ে ইসলামেকে নিয়ে কটুক্তি করা হয় তখনি সমস্যা হয়। ইসলামের দুশমনেরা ইচ্ছা করে উভয়টির মাঝে সংঘর্ষ লাগিয়ে দিয়ে নিজে ভাইরাল হয়।,বিজ্ঞানোর লগে ইসলামোর কুন সংঘর্শ নাই। কিন্তু যখন বিজ্ঞানোর নাম লইয়্যা ইসলামরে লইয়্যা কটুক্তি করা ওয় তখনি সমস্যা ওয়। ইসলামর দুশমনেরা ইচ্ছা করিয়া দুইটার মাঝে সংঘর্ষ লাগাই দিয়া নিজে ভাইরাল ওয়।,"There is no conflict between science and Islam. However, problems arise when Islam is insulted in the name of science. Enemies of Islam intentionally create conflict between the two to gain popularity."
"বিজ্ঞানের শিক্ষক হিসেবে শুধু মাত্র মুমিন,মুহাদ্দিস, হুজুরদের নিয়োগের দাবী জানাচ্ছি।তাহলে এরকমটি আর ঘটবে না।","বিজ্ঞানোর শিক্ষক হিসেবে খালি মুমিন,মুহাদ্দিস, হুজুরোর নিয়োগোর দাবী জানাইরাম।তে ওলাখান আর ঘটত নায়।","As a science teacher, I demand that only believers, scholars of Hadith, and respected religious figures be hired. If this happens, incidents like this will not occur again."
বিটিভিতে যে বিজ্ঞাপন দেখলাম তার কি হবে...এমন মহৎ উদ্যোগ আল্লাহ কবুল করুক আমিন,বিটিভিত যে বিজ্ঞাপন দেখলাম তার কিতা অইব...এমন মহৎ উদ্যোগ আল্লাহ কবুল করুক্কা আমিন,"What will become of the advertisement I saw on BTV... May Allah accept this noble initiative, Amen."
বিডিনিউজ২৪.কম এর কি নিউমার্কেট কোনো দোকান আছে? আমর ত তাই মনে হয়।,বিডিনিউজ২৪.কম ও কিট নিউমার্কেট ও কোনো দোকান আসে নি? আমর ত তাই মনো ওর।,Does Bdnews24.com have a shop in New Market? I think so.
বিদেশে গেছিলাম,বিদেশ গেছলাম,Went abroad
বিদেশ ঘুরতে যাওয়া আমার স্বপ্ন,বিদেশ ঘুরাত যাওয়া আমার স্বপ্ন,Going abroad is my dream
বিদেশ থাকে,বিদেশ থাকোইন,Lives abroad
বিদেশ চলে যাবে,বিদেশ যাইবো গি,Will go abroad
"বিদেশ যামু , ভাল খামু এ দেশ আমার না ।","বিদেশ যাইমু, বালা খাইমু ঔ দেশ আমার নায়।","I am going abroad, I will eat well. This country is not mine."
বিদ্যানন্দ অনেক ভালোবাসা আপনাদের জন্ন্য সাথে দোয়া রইলো আপনাদের জন্ন্য,বিদ্যানন্দ অনেক ভালোবাসা আফনারার লাগি লগে দুআ রইলো আফনারার লাগি,Bidyananda sends a lot of love and prayers for all of you.
"বিদ্যানন্দ কি আওয়ামীলীগের নাকি? এটা একটা সেচ্ছাসেবী সংগঠন এর, তারা মানুষের থেকে অনুদান নিয়ে নাম মাত্র দামে বিক্রি করছে....","বিদ্যানন্দ কিতা আওয়ামীলীগর নাকিতা? ওটা একটা সেচ্ছাসেবী সংগঠনর, তারা মানুষর থাকি অনুদান নিয়া নাম মাত্র দামে বিক্রি করের....",Is Bidyananda affiliated with the Awami League? It's a voluntary organization; they are collecting donations from people and selling items at nominal prices....
বিদ্যানন্দ টিম কে অসংখ্য ধন্যবাদ ও দোওয়া বেচে থাক এ মানবতা তাদের মাঝে সারাটা জীবন।সবাই কে অভিনন্দন।,বিদ্যানন্দ টিম রে অসংখ্য ধন্যবাদ আর দোওয়া বাঁচিয়া থাক ঔ মানবতা তারার মাঝে সারাটা জীবন।সব রে অভিনন্দন।,Many thanks to the Bidyananda team and may humanity continue to thrive within them for life. Congratulations to everyone.
বিদ্যানন্দ ছাড়া বাংলাদেশের কোথাও কেউ এমন উদ্যোগ নিয়েছে বলে আমার মনে হয়না।অসংখ্য ধন্যবাদ এই ফাউন্ডেশনকে।,বিদ্যানন্দ সারা বাংলাদেশর কুনো খানও কেউ ওলাখান উদ্যোগ নিসে কইয়্যা আমার মনো ওয় না।অসংখ্য ধন্যবাদ ঔ ফাউন্ডেশনরে।,I don't think anyone else in Bangladesh has taken such an initiative besides Bidyananda Foundation. Thank you so much to this foundation.
"বিদ্যানন্দ সত্যি সেরা, অতুলনীয়।","বিদ্যানন্দ হাসাউ সেরা, অতুলনীয়।","Bidyananda is truly the best, incomparable."
বিদ্যানন্দন পরিবারকে সাগতম তাদের মহতী উদ্যোগ দেখে অভিভূত হইলাম।,বিদ্যানন্দন ফরিবাররে সাগতম তারার মহতী উদ্যোগ দেখিয়া অভিভূত ওইলাম।,I am delighted to welcome the Vidyanandan family and am overwhelmed by their great initiative.
বিদ্যানন্দ এর কাজ দেখে অবাক হয়ে যায়এগিয়ে যাক মানবতার বিদ্যানন্দ,বিদ্যানন্দর কাম দেখিয়া অবাক ওই যাই আগাইয়া যাউক মানবতার বিদ্যানন্দ,"Vidyanand's work is astonishing. Let's move forward with Vidyanand, the champion of humanity."
বিনা দোষে ১৯ দিন আর যারা অপরাধ করলো তারা ধোঁয়া তুলসি পাতা হবে । হায়রে আমার দেশ,বিনা দুষে ১৯ দিন আর যারা অফরাধ করলো তারা ধোঁয়া তুলসি ফাতা ওইব। হায়রে আমরার দেশ,"Those who are innocent will suffer for 19 days, and those who committed the crime will get away with it like smoke from a tulsi leaf. Alas, my country!"
বিপ্লবি ছাত্রলীগে কোথায়? মাঠে নাই কেনো,বিপ্লবি ছাত্রলীগ কুনানো? মাঠও নাই কেনে,Where is the revolutionary student league? Why aren't they on the field?
বিপদ বলে কয়ে আসে না,বিফদ কইয়া আয় না,Danger does not come
বিবিসির সাংঘাতিকের এত জালা কেন এই বিষয়,বিবিসির সাংঘাতিকর অত জালা কেনে ওই বিষয়ে,Why is the BBC so bothered about this issue?
বিম্পি তো কাকড়াইল মসজিদের ইমাম সব কয়টায়,বিম্পি তো কাকড়াইল মসজিদের ইমাম সব কয়টায়,Bimpi is the imam of all the Kakrail mosques.
সকালবেলা কাজ করো,বিয়ানবালা কাজ করো,Do work in the morning.
"বিরোধীদলকে ফাঁসানো এটা আওয়ামী লীগের ঐতিহ্যগত ইতিহাস, এই থেকে আওয়ামী লীগ বের হতে আজ ও পারল না,","বিরোধী দলরে ফাসানি ইডা আওয়ামী লীগের  ঐতিহ্যগত ইতিহাস, এই থাইক্কা আওয়ামী লীগ বাইর অইত আজকে ও পারছে না।","Framing the opposition is a traditional practice of the Awami League, and they haven't been able to break away from this history even today."
বিলম্বিত রায়। ন্যায় বিচারের জন্য মহামান্য আদালত কে ধন্যবাদ,বিলম্বিত রায়। ন্যায় বিচারর লাগি মহামান্য আদালত রে ধন্যবাদ,Delayed verdict. Thank you to the Honorable Court for justice.
বিড়ালের প্রিয় খাদ্য দুধ,বিলাই ওর প্রিয় খানি ওইলো দুধ,Cat's favorite food is milk
বিড়াল দরজার সামনে বসে আছে,বিলাই দরজার ধারো বৈ রিছে,The cat is sitting in front of the door.
বিড়াল খুব আরামপ্রিয় প্রাণী,বিলাই বাক্কা আরামপ্রিয় প্রাণী,Cats are very comfortable animals
বিশ্বকাপ ক্রিকেট খেলা আজকে থেকে শুরু,বিশ্বকাপ ক্রিকেট খেলা আইজকে থাকি শুরু,The Cricket World Cup starts today.
বিশ্বের সবচে বড় বিজ্ঞানী কাজী ইব্রাহিমের পক্ষ থেকে তেব্র নিন্দা।,বিশ্বর সবচে বড় বিজ্ঞানী কাজী ইব্রাহিমের ফক্ষ থাকি তীব্র নিন্দা।,"Strong condemnation from the world's greatest scientist, Kazi Ibrahim."
বিশ্বাস করবো কাকে বলুন????????,বিশ্বাস করতাম কারে কইইন????????,"Who should I trust, tell me????????"
বিশ্বাস করো,বিশ্বাস করো,Trust
বিষয়ডা সাংঘাতিক চল্লিশ লক্ষ ট্যাকা নিয়া গেছে ক্যাশ থাইকা ওই চল্লিশ লক্ষ ট্যাকার ভাগ সাংবাদিক রে দেয় নাই মনে হয়? ছাত্ররা এটা ভুল করছে,বিষয়টা সাংঘাতিক চল্লিশ লক্ষ টেখা লইয়্যা গেসে ক্যাশ থাকি অও চল্লিশ লক্ষ টেখার  ভাগ সাংবাদিকরে দিসে না মনো ওয়? ছাত্রহক্কল এ ইট ভুল করসুইন,"This matter is very serious. Forty lakh taka was taken in cash, and it seems the journalists didn't receive their share of that forty lakh taka? The students are making a mistake."
বিস্মিত!!!!!!!,বিস্মিত!!!!!!!,Amazed!!!!!!!/Astonished!!!!!!!/Stunned!!!!!!!
বিয়ে করার পাঁচ বছর পর এখন আমি স্মার্ট হইসি,বিয়া করার পাঁচ বছর বাদে ওখন আমি স্মার্ট ওইছি,After five years of marriage now I am smart
বিয়ে হয় অনেক বছর আগে,বিয়া হইছিল বাক্কা বছর আগে,The marriage was many years ago.
বিয়েটা ওই দেশে করতে চেয়েছিল মেয়ে কিন্তু ছেলের ইচ্ছা বাংলাদেশে এসে দুজন বিয়ে করবে,বিয়াটা হউ দেশে খরতে চাইছিল ফুড়িয়ে কিন্তু ফুয়ার ইচ্ছা বাংলাদেশো আইয়া দুইজনে বিয়া খরবা,The girl wanted to get married in that country but the son wanted to come to Bangladesh and get married
বিয়েতে আমার মত নাই,বিয়াত আমার লাকান নাই,I don't like marriage
"বিয়েতে ছেলে পক্ষ দাবি করেছিল দুটি সোনার জিনিস চাই, মেয়ে পক্ষ তাতেই রাজি হয়ে গেল","বিয়াত দামান পক্ষ দাবি করছিলা দুইটা সুনার জিনিস চাইন তারা , কইন্যা পক্ষ তাতেউ রাজি অই গেলা","The boy demanded two gold things in the marriage, the girl agreed"
সকালে ঘুম থেকে উঠেই ঘরের স্টোররুমটি পরিষ্কার করতে হবে,বিয়ানে ঘুম থাকি উঠিয়া ঘরের স্টোররুমটা পরিষ্কার করতো অইবো,I need to clean the storage room as soon as I wake up in the morning.
সকালে ঘুম থেকে উঠে নারিকেল পানি খেতে আমার খুব ভালো লাগে,বিয়ানে ঘুম থাকি উঠিয়া নাইকল ফানি খাইতে আমার খুব ভালা লাগে,I really enjoy drinking coconut water after waking up in the morning.
সকালে ফুটবল খেলেছি,বিয়ানে ফুটবল খেলাইছি,Played football in the morning
বিয়ের আগে খালামুনিই আমাকে বড় করছে,বিয়ার আগে খালামণি এউ আমারে বড় করছোইন,Khalamuni is raising me before marriage
বিয়ের তারিখ কখন ঠিক করা হয়েছে,বিয়ার তারিখ কবে ঠিক করা ওইছে?,When has the wedding date been fixed?
বিয়ের পর অনেক পাতলা মেয়ে মোটা হয়ে যায়,বিয়ার পর অনেক হোকনা ফড়ি মোটা অই যায়,Many thin girls gain weight after marriage.
বিয়ের প্রথম তিন মাস ভালোই চলছে,বিয়ার পয়লা ৩ মাস ভালাউ চলছিল,The first three months of the marriage are going well.
বিয়ের পর তুমি বদলে গেছো,বিয়ার বাদে তুমিতাইন বদলি গেছো,You have changed after marriage
বিয়ের জন্য আব্বা আমার জন্য মেয়ে খুজতাসে,বিয়ার লাগি আব্বা আমার লাগি ফুড়ি তুকাইরা,My father is looking for a girl for my marriage.
বিয়ের জন্য আম্মা আমার জন্য ছেলে খুজতাসে,বিয়ার লাগি মাই মুর লাগি ফুয়া খুজিরা,My mother is looking for a boy for my marriage.
"বিয়ের সময় বলছিলো ছেলে শিক্ষিত,ঢাকায় চাকরি করে","বিয়ার সময় খইছিল ফুয়া শিকখিতো, ঢাকাত চাকরি খরইন","At the time of marriage, the son said that he was educated and working in Dhaka"
বিয়ের ১ বছরের পরপরই ওদের মেয়ে হয়,বিয়ার ১ বৎসর ফরেও তারার ফুড়ি অইছে,"After 1 year of marriage, they had a daughter"
বুঝে উঠতে পারছিলাম না কী করবো,বুইঝ্ঝা উঠতে ফারছিলাম না কিতা করমো,I couldn't understand what to do.
বুকেরপাটা থাকলে কোনো ঢাকা কলেজের ছাত্রর সামনে কথাটা বলিস।কলেজের ভিতর পা রাখার যোগ্যতা নেই তোর আবার ফেইসবুকে ঢাকা কলেজ নিয়ে কথা বলিস,বুকোরফাটা থাকলে কুনো ঢাকা কলেজোর ছাত্রর সামনে মাত টা মাতিস।কলেজের বিত্রে ফাও রাখার যোগ্যতা নাই তোর আবার ফেইসবুকও ঢাকা কলেজ লইয়্যা মাতোস,"Say that to any student of Dhaka College if you have the guts. You don't even have the qualification to step inside the college, yet you talk about Dhaka College on Facebook."
বুঝবা ছাত্রদের টেলা কাকে বলে,বুঝবা ছাত্রর ঠেলা কারে কয়,You will understand what 'student politics' means.
"বুঝলাম না জিয়াউর রহমান, তারেক জিয়া তো বিদেশ থেকে মারামারির করার জন্য উস্কানী দিছে,, আবার ফখরুল","বুঝলাম না জিয়াউর রহমান, তারেক জিয়া তো বিদেশ থাকি মারামারির করার লাগি উস্কানী দিছে,, আবার ফখরুল","I don't understand. Ziaur Rahman, it seems Tareq Zia is instigating violence from abroad, and now Fakhrul..."
বুঝতেছিনা কি করবো আমি,বুঝিয়ার না কিতা করতাম আমি,I don't know what to do
বুদ্ধিজীবীদের মাথায় রাখা উচিত বিবর্তনবাদ একটা থিওরি। তা কেনো পড়াবে। পড়ানোর আর কোনো বিষয় নাই--- যা প্রমাণিত নয় তা কেন।,বুদ্ধিজীবীর মাথাত রাখা উচিত বিবর্তনবাদ একটা থিওরি। ইতা কেনে ফড়তো। ফোরানির আর কুনো বিষয় নাই--- যা প্রমাণিত নায় তা কেনে।,Intellectuals should remember that evolution is a theory. Why teach it? As if there's nothing else to teach – why teach things that haven't been proven?
ভুল করে ফেলেছি,বুল করি লাইছি,I accidentally dropped it.
অসত্য মিথ্যা কথা বলছেন।,বুল মিসা মাত মাত্রা।,You are telling lies.
বৃষ্টির দিনে গরম গরম খিচুড়ি আর গরু মাংস খেতে ভালো লাগে,বৃষ্টির দিনও গরমা গরম খিচুড়ি আর গরুর গোস্ত খাইতে বালা লাগে,I like to eat hot hot khichuri and beef on rainy days
বৃষ্টির দিনে  চা খেতে ভালো লাগে,বৃষ্টির দিনও চা খাইতে বালা লাগে,I like to drink tea on a rainy day
বৃষ্টির দিনে রিক্সাতে ঘুরতে ভালো লাগে,বৃষ্টির দিনও রিক্সাত ঘুরতে যে বালা লাগে,It is nice to ride a rickshaw on a rainy day
বৃষ্টির জন্য ঢাকায় কোথাও নামাজ পড়া হবে কি ?,বৃষ্টির লাগি ঢাকাত নীন কান-ও নামাজ পড়া ওইবো নি?,Will there be any prayer for rain in Dhaka?
বেগম জিয়ার নাম না থাকায় তিব্র নিন্দা ও হালকা প্রতিবাদ জানাই,বেগম জিয়ার নাম না থাকায় তিব্র নিন্দা ও হালকা প্রতিবাদ জানাই,I strongly condemn and mildly protest the omission of Begum Zia's name.
ছেলেটি সারাদিন বাহিরে বাহিরে থাকে,বেটা ইগু আস্তাদিন বাইরে বাইরে থাকে,The boy stays outside all day.
লোকটি ফোনে কথা বলছে,বেটা ইগুয়ে ফোনে মাতে,Talking on the phone
লোকটি ফোনে কথা বলছে,বেটা ইগুয়ে ফোনে মাতের,The man is talking on the phone
"লোকটা অবশ্যই মিথ্যা বলছে কিছু কথা
তবে ঢাকা কলেজের স্টুডেন্টরাও সাধু না।",বেটা টায়  অবশ্যই মিসা মতের কিসু মাত কিন্তু ঢাকা কলেজোর স্টুডেন্টরাও সাধু নায়।,"The guy is definitely lying about something.
However, the students of Dhaka College aren't saints either."
বেটা টুপি পরে কেমনে বাড়িয়ে কথা বলে।,বেটা টুফি ফিন্দিয়া কিলান বাড়ির মাত মতে।,How dare he talk big while wearing a cap?
"বেটা তুই মিথ্যা কথা বলে, বিপথ ডেকে আনলি","বেটা তুই মিসা মাত মাতিয়া , বিপদ ডাকিয়া আনলে","You lied, son, and brought misfortune upon us."
বেটা তোর চুলের কাটিং এমন কেন! নষ্ট পুলা।,বেটা তোর চুলোর কাটিং ওলান কেনে! নষ্ট ফুয়া।,"Hey, what's with your haircut! You good-for-nothing kid."
"বেটা তোদেরকে ভালো করে,,,মানুষ চিনে,,,,","বেটা তোরারে বালা করি,,,মানসে চিনে,,,,","Hey you guys, learn to recognize people properly..."
"বেটা বেঁচে গেলো হিন্দু বলে, হুজুর হলে দেখতো কারাভোগ বলে।।","বেটা বাসি গেলো হিন্দু কইয়া, হুজুর অইলে দেখতো কারাভোগ কইয়া।।","The son survived because he was Hindu; had he been a Muslim, you'd have seen him suffer in prison."
লোকটা যে কথাগুলো বলছে তা ৯০ মিথ্যে।,বেটায় যে মাত মতের এর ৯০ ভাগ  মিসা।,Ninety percent of what the man is saying is false.
লোকটি তার বউয়ের গায়ে হাত তুলে,বেটায় তার বউর গাত হাত তুলছে,The man raised his hand against his wife.
মহিলার বয়স হবে আশী এর উপরে,বেটির বয়স অইবো আশির উফরে,The woman is over eighty years old.
ব্যাথা করছে,বেদনা করের,Hurts.
বেবসায়ীরা ইভটিজার ۔খুব খারাপ বেবহার তাদের,বেবসায়ী ইতা ইভটিজার ۔খুব খারাএফ বেবহার তারার,The businessmen are harassers - very bad behavior from them.
রোগীকে হাসপাতালে থাকতে হবে,বেমারিরে হাসপাতাল থাখা লাগবো,The patient must stay in the hospital
বেলা করে ঘুমায়,বেলা লাগাইয়া ঘুমায়,He sleeps late.
অতিরিক্ত পানি পেয়ে গাছগুলো মরে যাবে না তো,বেশ পানি পাইয়া গাছ ইগইন মরি যাইতো নায়নি?,Will the plants die from too much water?
বেশি কিছু বলার আগেই আবেগে চোখে পানি চলে আসছে,বেশি কিছু বলার আগেই আবেগে চোউক এর ফানি চলে আইতেছে,"Before I can say much more, my eyes are welling up with emotion."
খুব বেশি কিছু বলবো না  কারন আবেগে চোখে পানি চলে আসছে,বেশি কুনতা খইতাম নায় কারণ আবেগে চকুত পানি আইচ্চে,I won't say much because tears are coming from my eyes
বেশি শীতও না আবার বেশি গরমও না এমন আবহাওয়া লাউ চাষের জন্য উত্তম,বেশি টান্ডাও না আবার বেশি গরমও না এরম আবহাওয়া লাউ চাষের লাগি ভালা,A climate that is neither too cold nor too hot is good for growing gourds
বেশি পছন্দ করি,বেশি ভালা লাগে,Like the most
বেশী কথা আমার পছন্দ না,বেশি মাত আমার বালা লাগে না,I don't like talking too much
বেহেশত আর দোজখের দোহাই যারা দুনিয়ার শান্তি ধ্বংস তারা জানে বিজ্ঞানের মাহাত্ম্য কী।,বেহেশত আর দোজখোর দোহাই যারা দুনিয়াত শান্তি ধ্বংস তারা জানে বিজ্ঞানোর মাহাত্ম্য কীতা,"Those who destroy the peace of the world in the name of heaven and hell, they know the true worth of science."
বেয়াদব ছাত্রগুলাসহ এদের পিছনে যাদের হাত আছে। তাদের দৃষ্টান্তমূলক শাস্তি চাই। এখন এই অবস্থা ভবিষ্যৎ তো এখনো পড়ে,বেয়াদব ছাত্রগুন্ত সহ এরার ফিশনে যারার হাত আসে। তারার দৃষ্টান্তমূলক শাস্তি চাই। অখন ই ঔ অবস্থা ভবিষ্যৎ তো অখনো ফোর,"We demand exemplary punishment for these students and those who are behind them. If this continues, what does the future hold?"
বেয়াদব তোদের আচরন তো খুব খারাপ,বেয়াদব তোরার আচরন তো খুব খারাফ,Your behavior is very rude.
বসে আছে,বৈ রিছে,Sitting.
বোম প্রুফ একজন মানুষ দেখতে পেল জাতি,বোম প্রুফ এখটা মানুষ দেখতে ফারল জাতি,The nation saw a bomb-proof man.
"বোম মারলো আপনার গায়ে,আপনি কি রোবট","বোম মারলো আফনার গাত,আফনে কিতা রোবট নি","A bomb exploded on you, are you a robot?"
বোম মেরে কি তোর চুলের কাটিং ফিটিং করে দিছে,বোম মারিয়া  কিতা তোর চুলোর কাটিং ফিটিং করি দিসে,Did getting a haircut make you look better?
বোম মারতেছে। আমার উপর বোম মারসে আমি বিন্দাস বেচে আছি,বোম মারের। আমার উফরে বোম মারসে আমি বিন্দাস বাঁচিয়া আসি,"Bombs are being thrown. Bombs have been thrown at me, but I am living life carefree."
বোমা যদি মারত এখনো সুস্থ স্বাভাবিক ভাবে কথা বলে কিভাবে ?,বোম যদি মারত এখনো সুস্থ স্বাভাবিক ভাবে মাতের কিলান?,"If a bomb had hit, how could he still be speaking normally and healthily?"
"বোমটা তোমার পেছন নাকি সামনে বরাবর পরছে, ভাইসু?","বোমটা তোমার ফিস না সামন বরাবর ফরসে, বাই?","Is the bomb falling behind you or straight ahead, brother?"
বোমাটা সম্ভবত ঢেম ছিলো,বোমাটা মনো ওয় ঢেম আসিল,The bomb was likely in Dhem.
বোমায় ও মানুষ মরে না ভেজাল বোম,বোমাত ও মানুষ মরে না ভেজাল বোম,"Bombs don't kill people, fake bombs do."
বোরকা পরা অনেক মায়ের অসম্মানির চিত্র অনেক সন্তান- ই দেখেছে,বোরকা ফিন্দা বহুত মার অসম্মানির চিত্র বহুত বাইচাইন্তেই দেখসে,Many children have witnessed the disrespect faced by mothers wearing the burqa.
"ব্যবসা করিছ না।
মিথ্যা কথা বলিছ না।
ঢাকা কলেজের ছাত্ররা এমন না।",ব্যবসা কররাম না।মিসা মাত মাতরাম না।ঢাকা কলেজোর ছাত্ররা ওলান না।,"I am not doing business.
I am not telling lies.
The students of Dhaka College are not like that."
